,mos,dist_name,deep_sim
47,4.91667,i01_10_3.bmp,0.10415547341108322
48,3.21622,i01_10_4.bmp,0.31816011667251587
49,2.08108,i01_10_5.bmp,0.6244450211524963
50,5.91429,I01_11_1.BMP,0.03023855946958065
51,5.675680000000001,i01_11_2.bmp,0.03845894709229469
52,4.69444,i01_11_3.bmp,0.08040392398834229
53,3.6756800000000003,i01_11_4.bmp,0.22494573891162872
54,1.45946,i01_11_5.bmp,0.6845951080322266
55,5.94595,i01_12_1.bmp,0.02870377153158188
56,5.86486,i01_12_2.bmp,0.022557612508535385
57,4.21622,i01_12_3.bmp,0.09922661632299423
58,3.83333,i01_12_4.bmp,0.04770450294017792
59,3.43243,i01_12_5.bmp,0.11049219965934753
60,5.45946,I01_13_1.BMP,0.04932120814919472
61,3.9142900000000003,i01_13_2.bmp,0.09393633902072906
62,3.2777800000000004,i01_13_3.bmp,0.06753288209438324
63,3.16667,i01_13_4.bmp,0.14938268065452576
64,3.10811,i01_13_5.bmp,0.8494653105735779
65,5.69444,i01_14_1.bmp,0.07879066467285156
66,6.05405,i01_14_2.bmp,0.09929409623146057
67,5.75676,i01_14_3.bmp,0.21372251212596893
68,5.55556,i01_14_4.bmp,0.4043360650539398
69,4.4705900000000005,i01_14_5.bmp,0.6814064383506775
70,2.83333,i01_15_1.bmp,0.7909032106399536
71,2.82857,i01_15_2.bmp,1.4011677503585815
72,3.10811,i01_15_3.bmp,1.8417564630508423
73,3.58333,i01_15_4.bmp,2.0938966274261475
74,3.89189,i01_15_5.bmp,2.1424129009246826
75,5.80556,i01_16_1.bmp,0.6011794209480286
76,6.05405,i01_16_2.bmp,1.0013011693954468
77,4.88889,i01_16_3.bmp,1.8454880714416504
78,5.02778,i01_16_4.bmp,2.8829894065856934
79,4.19444,i01_16_5.bmp,3.3824920654296875
80,5.35135,i01_17_1.bmp,0.40165385603904724
81,6.62162,i01_17_2.bmp,0.7213594913482666
82,4.08108,i01_17_3.bmp,1.0217125415802002
83,6.24324,i01_17_4.bmp,1.5106288194656372
84,2.97143,i01_17_5.bmp,2.154634475708008
85,4.62162,i01_18_1.bmp,0.07118166983127594
86,4.22222,i01_18_2.bmp,0.10173870623111725
87,3.7714300000000005,i01_18_3.bmp,0.13859404623508453
88,3.4722199999999996,i01_18_4.bmp,0.19062404334545135
89,3.41667,i01_18_5.bmp,0.27956458926200867
90,5.94444,i01_19_1.bmp,0.044803813099861145
91,5.47222,i01_19_2.bmp,0.06262141466140747
92,5.08108,i01_19_3.bmp,0.10437192767858505
93,4.52778,i01_19_4.bmp,0.1481286585330963
94,3.94444,i01_19_5.bmp,0.2326626479625702
95,5.85714,i01_20_1.bmp,0.020481225103139877
96,5.83333,i01_20_2.bmp,0.029200494289398193
97,6.02778,i01_20_3.bmp,0.0423382930457592
98,5.08333,i01_20_4.bmp,0.08885560929775238
99,4.33333,i01_20_5.bmp,0.2093539535999298
100,5.7027,i01_21_1.bmp,0.0518694706261158
101,5.27778,i01_21_2.bmp,0.08213111013174057
102,4.675680000000001,i01_21_3.bmp,0.14266423881053925
103,4.05714,i01_21_4.bmp,0.19905678927898407
104,3.05405,i01_21_5.bmp,0.4107297360897064
105,5.55556,i01_22_1.bmp,0.06434309482574463
106,5.18919,i01_22_2.bmp,0.15737378597259521
107,4.30556,i01_22_3.bmp,0.42191338539123535
108,3.1621599999999996,i01_22_4.bmp,0.48676520586013794
109,2.19444,i01_22_5.bmp,1.1472645998001099
110,6.28571,i01_23_1.bmp,0.030130017548799515
111,5.61111,i01_23_2.bmp,0.05167539045214653
112,5.77778,i01_23_3.bmp,0.07284589856863022
113,4.80556,i01_23_4.bmp,0.11694186180830002
114,2.40541,i01_23_5.bmp,0.4213100075721741
115,5.7027,i01_24_1.bmp,0.03547150641679764
116,5.58333,i01_24_2.bmp,0.06508878618478775
117,5.10811,i01_24_3.bmp,0.13454893231391907
118,3.08108,i01_24_4.bmp,0.24348126351833344
119,0.45946000000000004,i01_24_5.bmp,0.8867007493972778
120,5.74286,I02_01_1.bmp,0.04907342046499252
121,5.34286,i02_01_2.bmp,0.07446366548538208
122,5.22222,i02_01_3.bmp,0.10607612878084183
123,4.19444,i02_01_4.bmp,0.17284832894802094
124,3.9729699999999997,i02_01_5.bmp,0.253903865814209
125,6.05556,i02_02_1.bmp,0.02708466164767742
126,6.05405,i02_02_2.bmp,0.03585995361208916
127,5.88889,i02_02_3.bmp,0.04875420033931732
128,5.2973,i02_02_4.bmp,0.08136241137981415
129,4.38889,i02_02_5.bmp,0.12490948289632797
130,4.8,i02_03_1.bmp,0.14601145684719086
131,4.43243,i02_03_2.bmp,0.18212132155895233
132,3.8378400000000004,i02_03_3.bmp,0.29130038619041443
133,3.5277800000000004,i02_03_4.bmp,0.3838532865047455
134,2.91892,i02_03_5.bmp,0.5928213596343994
135,6.28571,i02_04_1.bmp,0.039027225226163864
136,6.16216,i02_04_2.bmp,0.0727565735578537
137,5.19444,i02_04_3.bmp,0.13597208261489868
138,4.74286,i02_04_4.bmp,0.2623610496520996
139,4.28571,i02_04_5.bmp,0.5231847763061523
140,6.11765,i02_05_1.bmp,0.026686446741223335
141,6.11111,i02_05_2.bmp,0.041493166238069534
142,5.43243,i02_05_3.bmp,0.09895496070384979
143,4.37838,i02_05_4.bmp,0.26904863119125366
144,3.41667,i02_05_5.bmp,0.7776918411254883
145,4.55556,i02_06_1.bmp,0.09617401659488678
146,4.27778,i02_06_2.bmp,0.1550806611776352
147,3.7297300000000004,i02_06_3.bmp,0.29046499729156494
148,3.4857099999999996,i02_06_4.bmp,0.4473426043987274
149,3.10811,i02_06_5.bmp,0.7562588453292847
150,5.91429,i02_07_1.bmp,0.2807713449001312
151,5.58333,i02_07_2.bmp,0.3100421726703644
152,3.76471,i02_07_3.bmp,0.6053510904312134
153,3.75676,i02_07_4.bmp,0.646476149559021
154,2.8571400000000002,i02_07_5.bmp,1.21906578540802
155,6.10811,i02_08_1.bmp,0.07444873452186584
156,5.16667,i02_08_2.bmp,0.12198174744844437
157,4.54286,i02_08_3.bmp,0.19006536900997162
158,3.8378400000000004,i02_08_4.bmp,0.28502315282821655
159,3.02703,i02_08_5.bmp,0.41346311569213867
160,6.0,i02_09_1.bmp,0.07910513877868652
161,5.51429,i02_09_2.bmp,0.1294875591993332
162,4.52778,i02_09_3.bmp,0.21897749602794647
163,3.64865,i02_09_4.bmp,0.38563278317451477
164,2.41667,i02_09_5.bmp,1.0902960300445557
165,6.0,i02_10_1.bmp,0.03161526471376419
166,5.97222,i02_10_2.bmp,0.05425169691443443
167,5.43243,i02_10_3.bmp,0.14630350470542908
168,3.5,i02_10_4.bmp,0.4792649745941162
169,2.71429,i02_10_5.bmp,0.8671874403953552
170,5.91667,I02_11_1.BMP,0.0470552034676075
171,4.80556,i02_11_2.bmp,0.1234666034579277
172,2.97297,i02_11_3.bmp,0.33940500020980835
173,1.9189200000000002,i02_11_4.bmp,1.0230069160461426
174,1.27778,i02_11_5.bmp,2.8801651000976562
175,5.30556,i02_12_1.bmp,0.0472283661365509
176,4.43243,i02_12_2.bmp,0.03154173120856285
177,3.08108,i02_12_3.bmp,0.18676455318927765
178,2.67568,i02_12_4.bmp,0.3527544438838959
179,2.37143,i02_12_5.bmp,1.6553071737289429
180,4.47222,I02_13_1.BMP,0.04409049451351166
181,4.0,i02_13_2.bmp,0.10122524946928024
182,3.38889,i02_13_3.bmp,0.14147204160690308
183,2.89189,i02_13_4.bmp,0.30567604303359985
184,3.61111,i02_13_5.bmp,1.128408432006836
185,5.75,i02_14_1.bmp,0.13696487247943878
186,6.08108,i02_14_2.bmp,0.06428422033786774
187,5.1142900000000004,i02_14_3.bmp,0.1677057445049286
188,5.31429,i02_14_4.bmp,0.284626841545105
189,4.21622,i02_14_5.bmp,0.6118124127388
190,3.4,i02_15_1.bmp,1.0284788608551025
191,3.6216199999999996,i02_15_2.bmp,1.6437592506408691
192,3.83333,i02_15_3.bmp,1.7981846332550049
193,3.8378400000000004,i02_15_4.bmp,1.7672244310379028
194,4.2,i02_15_5.bmp,1.677992820739746
195,5.94595,i02_16_1.bmp,0.33827343583106995
196,6.08333,i02_16_2.bmp,0.6590386033058167
197,5.324319999999999,i02_16_3.bmp,0.9754323363304138
198,5.13889,i02_16_4.bmp,2.504079818725586
199,4.56757,i02_16_5.bmp,1.7835626602172852
200,5.91667,i02_17_1.bmp,0.2678263485431671
201,5.68571,i02_17_2.bmp,0.46578899025917053
202,4.83784,i02_17_3.bmp,0.7266578078269958
203,4.7714300000000005,i02_17_4.bmp,0.9147467017173767
204,3.91667,i02_17_5.bmp,1.6119924783706665
205,5.97222,i02_18_1.bmp,0.06571535021066666
206,5.59459,i02_18_2.bmp,0.08722648024559021
207,4.82857,i02_18_3.bmp,0.1265152543783188
208,4.91892,i02_18_4.bmp,0.18159225583076477
209,4.54286,i02_18_5.bmp,0.24610759317874908
210,5.77778,i02_19_1.bmp,0.04997343569993973
211,5.43243,i02_19_2.bmp,0.07067667692899704
212,4.83333,i02_19_3.bmp,0.1020745038986206
213,4.22222,i02_19_4.bmp,0.17767362296581268
214,3.75676,i02_19_5.bmp,0.2864800989627838
215,6.05405,i02_20_1.bmp,0.03018539398908615
216,6.17143,i02_20_2.bmp,0.06681303679943085
217,5.30556,i02_20_3.bmp,0.1534125953912735
218,4.0,i02_20_4.bmp,0.37905552983283997
219,2.80556,i02_20_5.bmp,1.1246815919876099
220,5.97297,i02_21_1.bmp,0.0918990820646286
221,5.2973,i02_21_2.bmp,0.1397707760334015
222,4.6,i02_21_3.bmp,0.2774374485015869
223,3.2777800000000004,i02_21_4.bmp,0.5904455184936523
224,2.36111,i02_21_5.bmp,1.0900524854660034
225,5.51351,i02_22_1.bmp,0.1174418181180954
226,5.24324,i02_22_2.bmp,0.2100769579410553
227,4.48571,i02_22_3.bmp,0.4032510221004486
228,3.80556,i02_22_4.bmp,0.8946138620376587
229,2.22222,i02_22_5.bmp,1.9829542636871338
230,6.77778,i02_23_1.bmp,0.032242823392152786
231,5.54054,i02_23_2.bmp,0.07512002438306808
232,3.44444,i02_23_3.bmp,0.25991109013557434
233,2.1621599999999996,i02_23_4.bmp,0.5415592193603516
234,0.81081,i02_23_5.bmp,1.1305733919143677
235,6.08108,i02_24_1.bmp,0.04934242367744446
236,4.91667,i02_24_2.bmp,0.1081463173031807
237,3.0,i02_24_3.bmp,0.2726708650588989
238,2.11111,i02_24_4.bmp,0.9146094918251038
239,0.89189,i02_24_5.bmp,3.0207982063293457
240,5.76923,I03_01_1.bmp,0.048803381621837616
241,5.1052599999999995,i03_01_2.bmp,0.06941724568605423
242,4.68421,i03_01_3.bmp,0.10059701651334763
243,4.25,i03_01_4.bmp,0.15561293065547943
244,3.925,i03_01_5.bmp,0.2532612979412079
245,6.18421,i03_02_1.bmp,0.023668522015213966
246,6.28205,i03_02_2.bmp,0.0361698754131794
247,5.25,i03_02_3.bmp,0.05395509675145149
248,5.0,i03_02_4.bmp,0.07324153929948807
249,4.6,i03_02_5.bmp,0.12344785779714584
250,4.65,i03_03_1.bmp,0.12293187528848648
251,4.076919999999999,i03_03_2.bmp,0.16668282449245453
252,3.85,i03_03_3.bmp,0.26697537302970886
253,3.28205,i03_03_4.bmp,0.37968361377716064
254,2.89474,i03_03_5.bmp,0.5779839158058167
255,6.38462,i03_04_1.bmp,0.04516908898949623
256,5.65789,i03_04_2.bmp,0.07575910538434982
257,5.225,i03_04_3.bmp,0.12488662451505661
258,4.6,i03_04_4.bmp,0.2192455232143402
259,3.575,i03_04_5.bmp,0.3915386497974396
260,6.5,i03_05_1.bmp,0.02790839783847332
261,5.6315800000000005,i03_05_2.bmp,0.04329065978527069
262,5.3,i03_05_3.bmp,0.10190784931182861
263,4.30769,i03_05_4.bmp,0.2755430340766907
264,3.4736800000000003,i03_05_5.bmp,0.8344398140907288
265,4.81579,i03_06_1.bmp,0.08816704154014587
266,4.53846,i03_06_2.bmp,0.11259066313505173
267,4.1,i03_06_3.bmp,0.1858150213956833
268,3.75,i03_06_4.bmp,0.3113391697406769
269,3.5,i03_06_5.bmp,0.5319591164588928
270,4.97436,i03_07_1.bmp,0.4484666585922241
271,4.1,i03_07_2.bmp,0.9427209496498108
272,3.84615,i03_07_3.bmp,1.1860671043395996
273,3.825,i03_07_4.bmp,1.5042355060577393
274,3.6153800000000005,i03_07_5.bmp,2.0910983085632324
275,6.34211,i03_08_1.bmp,0.05252152308821678
276,5.6,i03_08_2.bmp,0.08863277733325958
277,4.47368,i03_08_3.bmp,0.14968489110469818
278,3.75,i03_08_4.bmp,0.25276193022727966
279,2.95,i03_08_5.bmp,0.4277530014514923
280,6.65,i03_09_1.bmp,0.06647802144289017
281,6.25641,i03_09_2.bmp,0.09658952802419662
282,5.475,i03_09_3.bmp,0.1869312822818756
283,3.74359,i03_09_4.bmp,0.4049082398414612
284,2.47368,i03_09_5.bmp,1.1072102785110474
285,6.23684,i03_10_1.bmp,0.05369770526885986
286,5.66667,i03_10_2.bmp,0.06192943453788757
287,5.05128,i03_10_3.bmp,0.14428851008415222
288,3.3,i03_10_4.bmp,0.5628765225410461
289,2.48718,i03_10_5.bmp,1.3782886266708374
290,5.3684199999999995,I03_11_1.BMP,0.07203566282987595
291,4.076919999999999,i03_11_2.bmp,0.15341849625110626
292,2.84615,i03_11_3.bmp,0.407642126083374
293,1.8205099999999999,i03_11_4.bmp,0.7519882917404175
294,0.7,i03_11_5.bmp,1.9353443384170532
295,5.41026,i03_12_1.bmp,0.029923664405941963
296,4.07895,i03_12_2.bmp,0.04290935769677162
297,2.84211,i03_12_3.bmp,0.15604571998119354
298,3.1,i03_12_4.bmp,0.1198606938123703
299,2.4,i03_12_5.bmp,1.775955080986023
300,5.12821,I03_13_1.BMP,0.04391418397426605
301,3.64103,i03_13_2.bmp,0.07437208294868469
302,3.925,i03_13_3.bmp,0.11277611553668976
303,2.925,i03_13_4.bmp,0.18638882040977478
304,2.42105,i03_13_5.bmp,0.3792174458503723
305,5.076919999999999,i03_14_1.bmp,0.1367170214653015
306,6.0,i03_14_2.bmp,0.09598102420568466
307,4.85,i03_14_3.bmp,0.16376535594463348
308,4.46154,i03_14_4.bmp,0.27585217356681824
309,3.5,i03_14_5.bmp,0.368030846118927
310,3.725,i03_15_1.bmp,0.7961559295654297
311,4.05,i03_15_2.bmp,1.1844234466552734
312,4.025,i03_15_3.bmp,1.338018536567688
313,4.28205,i03_15_4.bmp,1.5098415613174438
314,4.7948699999999995,i03_15_5.bmp,1.7059838771820068
315,6.8205100000000005,i03_16_1.bmp,0.5622484683990479
316,6.525,i03_16_2.bmp,0.9989606142044067
317,5.975,i03_16_3.bmp,1.6465593576431274
318,6.075,i03_16_4.bmp,2.936569929122925
319,5.02564,i03_16_5.bmp,2.7745659351348877
320,6.28205,i03_17_1.bmp,0.41347596049308777
321,6.75,i03_17_2.bmp,0.7059417963027954
322,5.2,i03_17_3.bmp,1.0902332067489624
323,6.575,i03_17_4.bmp,1.4529752731323242
324,3.7948699999999995,i03_17_5.bmp,2.4149222373962402
325,5.76923,i03_18_1.bmp,0.0790490210056305
326,5.71795,i03_18_2.bmp,0.1077994853258133
327,5.5641,i03_18_3.bmp,0.15047325193881989
328,5.0,i03_18_4.bmp,0.2083270400762558
329,4.65789,i03_18_5.bmp,0.29694196581840515
330,5.51282,i03_19_1.bmp,0.06306444853544235
331,5.02564,i03_19_2.bmp,0.09475123882293701
332,4.7,i03_19_3.bmp,0.14358527958393097
333,4.30769,i03_19_4.bmp,0.21089603006839752
334,3.69231,i03_19_5.bmp,0.34131717681884766
335,5.84211,i03_20_1.bmp,0.06237631291151047
336,5.46154,i03_20_2.bmp,0.10761978477239609
337,4.15789,i03_20_3.bmp,0.22578176856040955
338,3.17949,i03_20_4.bmp,0.5414173007011414
339,2.825,i03_20_5.bmp,1.1952540874481201
340,5.23684,i03_21_1.bmp,0.10209326446056366
341,4.4359,i03_21_2.bmp,0.16333478689193726
342,3.89744,i03_21_3.bmp,0.26414018869400024
343,3.17949,i03_21_4.bmp,0.4346115291118622
344,2.1,i03_21_5.bmp,1.1076685190200806
345,5.97436,i03_22_1.bmp,0.07161514461040497
346,5.358969999999999,i03_22_2.bmp,0.1591786891222
347,5.23077,i03_22_3.bmp,0.22639112174510956
348,4.358969999999999,i03_22_4.bmp,0.7455508708953857
349,3.92105,i03_22_5.bmp,1.3324657678604126
350,6.71795,i03_23_1.bmp,0.031554605811834335
351,5.84615,i03_23_2.bmp,0.06905512511730194
352,3.9,i03_23_3.bmp,0.23422127962112427
353,2.65789,i03_23_4.bmp,0.36060845851898193
354,1.975,i03_23_5.bmp,0.6532068252563477
355,5.74359,i03_24_1.bmp,0.0632253885269165
356,4.2051300000000005,i03_24_2.bmp,0.11835470050573349
357,2.825,i03_24_3.bmp,0.27139994502067566
358,1.8157900000000002,i03_24_4.bmp,0.9019654989242554
359,0.42105,i03_24_5.bmp,2.192838191986084
360,5.7619,I04_01_1.bmp,0.04066689312458038
361,5.47619,i04_01_2.bmp,0.07023503631353378
362,4.92857,i04_01_3.bmp,0.09054524451494217
363,4.26829,i04_01_4.bmp,0.1448722630739212
364,4.0,i04_01_5.bmp,0.26036572456359863
365,6.275,i04_02_1.bmp,0.021797770634293556
366,6.15385,i04_02_2.bmp,0.03111124597489834
367,5.682930000000001,i04_02_3.bmp,0.04258253425359726
368,5.30952,i04_02_4.bmp,0.06173723563551903
369,4.53659,i04_02_5.bmp,0.09333061426877975
370,4.78049,i04_03_1.bmp,0.12707091867923737
371,4.21429,i04_03_2.bmp,0.15722177922725677
372,3.9,i04_03_3.bmp,0.2498944252729416
373,3.425,i04_03_4.bmp,0.3513079285621643
374,3.0238099999999997,i04_03_5.bmp,0.45097485184669495
375,6.125,i04_04_1.bmp,0.0318312868475914
376,6.26829,i04_04_2.bmp,0.05533238872885704
377,6.15,i04_04_3.bmp,0.09948140382766724
378,5.47619,i04_04_4.bmp,0.2013993114233017
379,4.80952,i04_04_5.bmp,0.4251141846179962
380,6.30952,i04_05_1.bmp,0.025513991713523865
381,5.90244,i04_05_2.bmp,0.04004963859915733
382,5.325,i04_05_3.bmp,0.09817244112491608
383,4.47619,i04_05_4.bmp,0.27344629168510437
384,3.7073199999999997,i04_05_5.bmp,0.819301962852478
385,5.02381,i04_06_1.bmp,0.08290013670921326
386,4.560980000000001,i04_06_2.bmp,0.17831793427467346
387,4.2619,i04_06_3.bmp,0.2475164532661438
388,4.195119999999999,i04_06_4.bmp,0.43858587741851807
389,3.45,i04_06_5.bmp,0.7289462089538574
390,4.69048,i04_07_1.bmp,0.24073633551597595
391,4.075,i04_07_2.bmp,0.49304792284965515
392,3.5238099999999997,i04_07_3.bmp,0.6536293029785156
393,3.1428599999999998,i04_07_4.bmp,1.2491308450698853
394,2.95238,i04_07_5.bmp,1.994141936302185
395,6.30952,i04_08_1.bmp,0.035646703094244
396,5.926830000000001,i04_08_2.bmp,0.05988292023539543
397,5.38095,i04_08_3.bmp,0.09969665110111237
398,4.375,i04_08_4.bmp,0.1678425669670105
399,3.66667,i04_08_5.bmp,0.27133145928382874
400,6.38095,i04_09_1.bmp,0.07079177349805832
401,5.804880000000001,i04_09_2.bmp,0.10609422624111176
402,5.048780000000001,i04_09_3.bmp,0.1797722727060318
403,3.7804900000000004,i04_09_4.bmp,0.3651368021965027
404,2.5,i04_09_5.bmp,1.1579657793045044
405,6.07143,i04_10_1.bmp,0.02570425719022751
406,5.97561,i04_10_2.bmp,0.05350777134299278
407,5.07143,i04_10_3.bmp,0.1251453310251236
408,3.2619,i04_10_4.bmp,0.3430706560611725
409,2.19048,i04_10_5.bmp,0.872946560382843
410,5.3,I04_11_1.BMP,0.06631696969270706
411,4.0,i04_11_2.bmp,0.20720092952251434
412,2.9024400000000004,i04_11_3.bmp,0.4256370961666107
413,2.0,i04_11_4.bmp,1.3690013885498047
414,0.88095,i04_11_5.bmp,2.616922378540039
415,6.05,i04_12_1.bmp,0.038298483937978745
416,4.64286,i04_12_2.bmp,0.04425085335969925
417,3.9285699999999997,i04_12_3.bmp,0.07490705698728561
418,2.90476,i04_12_4.bmp,0.1384243369102478
419,2.6585400000000003,i04_12_5.bmp,1.0718449354171753
420,4.66667,I04_13_1.BMP,0.050881464034318924
421,3.84615,i04_13_2.bmp,0.06976590305566788
422,3.3571400000000002,i04_13_3.bmp,0.10116761922836304
423,3.4634099999999997,i04_13_4.bmp,0.36672529578208923
424,2.38095,i04_13_5.bmp,0.6805466413497925
425,5.07143,i04_14_1.bmp,0.21173717081546783
426,6.40476,i04_14_2.bmp,0.1023627519607544
427,6.0,i04_14_3.bmp,0.17663946747779846
428,4.40476,i04_14_4.bmp,0.2555857002735138
429,3.6097599999999996,i04_14_5.bmp,0.4112793207168579
430,3.38095,i04_15_1.bmp,0.873963475227356
431,3.40476,i04_15_2.bmp,1.3714679479599
432,3.5,i04_15_3.bmp,1.6430200338363647
433,3.7561,i04_15_4.bmp,1.821164846420288
434,4.05128,i04_15_5.bmp,2.0976414680480957
435,6.28571,i04_16_1.bmp,0.4982828199863434
436,6.642860000000001,i04_16_2.bmp,0.8544300198554993
437,6.09524,i04_16_3.bmp,1.4759629964828491
438,5.66667,i04_16_4.bmp,2.713257312774658
439,5.15385,i04_16_5.bmp,2.406301975250244
440,6.0,i04_17_1.bmp,0.413128525018692
441,6.66667,i04_17_2.bmp,0.7417787313461304
442,4.78049,i04_17_3.bmp,1.0578835010528564
443,7.214289999999999,i04_17_4.bmp,1.5264829397201538
444,3.925,i04_17_5.bmp,2.244715929031372
445,5.414630000000001,i04_18_1.bmp,0.08479280024766922
446,5.02439,i04_18_2.bmp,0.11845214664936066
447,4.66667,i04_18_3.bmp,0.164114311337471
448,4.2381,i04_18_4.bmp,0.23209479451179504
449,3.9268300000000003,i04_18_5.bmp,0.325833797454834
450,5.452380000000001,i04_19_1.bmp,0.03797117993235588
451,5.35714,i04_19_2.bmp,0.060577768832445145
452,4.90244,i04_19_3.bmp,0.09066088497638702
453,4.425,i04_19_4.bmp,0.12620557844638824
454,4.16667,i04_19_5.bmp,0.19428306818008423
455,6.452380000000001,i04_20_1.bmp,0.03656836599111557
456,5.225,i04_20_2.bmp,0.09258266538381577
457,4.19048,i04_20_3.bmp,0.2481217235326767
458,3.11905,i04_20_4.bmp,0.63847416639328
459,2.41463,i04_20_5.bmp,1.289002776145935
460,5.14634,i04_21_1.bmp,0.08573801815509796
461,4.73171,i04_21_2.bmp,0.13580331206321716
462,3.8095199999999996,i04_21_3.bmp,0.24372051656246185
463,3.2195099999999996,i04_21_4.bmp,0.44031044840812683
464,2.0,i04_21_5.bmp,1.481966495513916
465,6.02439,i04_22_1.bmp,0.14485454559326172
466,5.78571,i04_22_2.bmp,0.23538637161254883
467,4.42857,i04_22_3.bmp,0.457229882478714
468,4.12195,i04_22_4.bmp,0.7688063383102417
469,2.90476,i04_22_5.bmp,2.5172200202941895
470,6.425,i04_23_1.bmp,0.03412967175245285
471,5.40476,i04_23_2.bmp,0.15275713801383972
472,3.87805,i04_23_3.bmp,0.22397664189338684
473,2.95122,i04_23_4.bmp,0.3509920537471771
474,1.47619,i04_23_5.bmp,1.363392949104309
475,5.547619999999999,i04_24_1.bmp,0.0689253956079483
476,3.7619,i04_24_2.bmp,0.16030572354793549
477,2.58537,i04_24_3.bmp,0.3791579306125641
478,1.9047599999999998,i04_24_4.bmp,0.9943734407424927
479,0.58537,i04_24_5.bmp,3.28283429145813
480,5.525,I05_01_1.bmp,0.04152282327413559
481,5.5,i05_01_2.bmp,0.05866312235593796
482,4.84615,i05_01_3.bmp,0.09359156340360641
483,4.05128,i05_01_4.bmp,0.14399591088294983
484,3.5609800000000003,i05_01_5.bmp,0.23397104442119598
485,5.829269999999999,i05_02_1.bmp,0.02668888308107853
486,5.682930000000001,i05_02_2.bmp,0.03388756141066551
487,5.325,i05_02_3.bmp,0.047619398683309555
488,5.09756,i05_02_4.bmp,0.06858568638563156
489,4.25641,i05_02_5.bmp,0.12053808569908142
490,5.09756,i05_03_1.bmp,0.11479567736387253
491,4.4878,i05_03_2.bmp,0.13971324265003204
492,3.675,i05_03_3.bmp,0.19522131979465485
493,3.07317,i05_03_4.bmp,0.31102120876312256
494,2.375,i05_03_5.bmp,0.4254011809825897
495,5.63415,i05_04_1.bmp,0.044222261756658554
496,5.75,i05_04_2.bmp,0.06667258590459824
497,5.575,i05_04_3.bmp,0.10669339448213577
498,4.926830000000001,i05_04_4.bmp,0.17622576653957367
499,4.4,i05_04_5.bmp,0.3030472695827484
500,5.625,i05_05_1.bmp,0.031923115253448486
501,5.39024,i05_05_2.bmp,0.04746490716934204
502,4.7,i05_05_3.bmp,0.10085232555866241
503,3.8157900000000002,i05_05_4.bmp,0.25524160265922546
504,2.92308,i05_05_5.bmp,0.7417474985122681
505,4.375,i05_06_1.bmp,0.07542801648378372
506,3.92308,i05_06_2.bmp,0.1230299323797226
507,3.5,i05_06_3.bmp,0.18572723865509033
508,3.3170699999999997,i05_06_4.bmp,0.31801411509513855
509,2.51282,i05_06_5.bmp,0.5909163355827332
510,5.275,i05_07_1.bmp,0.11410830914974213
